Source File,Country,Company Name,Sector,Product Categories,Phone,Email,Address,Certifications,Production Capacity,Other,City/Location,Website,Types of Products,Additional Information,Name,الأسم,Type,نوع التصنيف,Subtype,نوع التصنيف الفرعي,Block,X Longitude,Y Latitude,Location,Factory Name,Industry Type,City,Region,Products/Services
arab_manufacturers.csv,Qatar,JERSEY GLASS,Glass processing,Glass processing,N/A,N/A,New Industrial Area,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,MODERN BUILDING ACCESSORIES FACTORY,Building materials,Plastic items for building,N/A,N/A,New Industrial Area, Doha,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,AL BAYADAR PACK-QATAR,Packaging,Food packaging solutions,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,DOHA EXTRACO,Construction materials,GRC, GRP, UHPC, GRG, EIFS,N/A,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,WEST BAY ICE AND WATER FACTORY,Beverages,Ice cubes, bottled water,N/A,N/A,N/A,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,GROWTECH TRADING & INDUSTRIAL GROUP CO.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,QATAR GERMAN GASKET FACTORY (Q-GER),Manufacturing,Metallic and non-metallic gaskets,N/A,N/A,New Industrial Area, Doha,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,QATAR TECHNICAL STEEL FABRICATION CO.,Metal fabrication,Steel fabrication, industrial refrigeration, machining,N/A,N/A,Street 24," Zone 81, New Industrial Area,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,QATAR NATIONAL ALUMINIUM PANEL CO.,Metal products,Aluminium composite panels, coated aluminium coils,N/A,N/A,N/A,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,METALS FORMING SUPPORT FACTORYS,Construction,Construction solutions,N/A,N/A,New Industrial Area Pink Zone,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,THE CONFIDENCE INDUSTRIAL GASES PLANT CO,Gases,Industrial, medical, specialty gases,N/A,N/A,N/A,"N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,DELTA CORPORATION,Oil and gas,Wellheads, X-Mass tree equipment, valves, actuators, flow control products,N/A,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,HALUL FOR BOAT MANUFACTURING,Manufacturing,Fiber glass boats, yachts, coast guard boats,N/A,N/A,New Industrial Area," Doha,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,AL SADA FACTORY FOR PLASTIC PIPES,Plastics,PPR pipes and fittings,N/A,N/A,Industrial Area, Doha,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,AL SULAITEEN AGRICULTURE AND INDUSTRIAL COMPLEX CO,Agriculture,Flowers, fruits, vegetables, animal products,N/A,N/A,"40 hectares farms,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,ELITE PAPER RECYCLING,Recycling,Paper recycling,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,QATAR MEAT PRODUCTION,Food processing,Meat processing,N/A,N/A,6,000 sqm facility,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,DOHA PRECAST FACTORY,Construction materials,Reinforced concrete pipes, precast manholes, fittings,N/A,N/A,Messaieed Industrial City,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,BRIGHT FUTURE TIRE RECYCLING COMPANY,Recycling,Reclaimed rubber from tyres,N/A,N/A,Umsaeed industrial area,N/A,N/A,,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,Asima Plastic Factory,Packaging,Packaging,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,SIGMA METAL INDUSTRIES,Metal products,Traffic signs, directional signs, gantries, cantilevers, variable message signs, controllers cabinets," steel structures,ISO 9001:2015, ISO 14001:2018,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,ALUMINUM GULF RAY (GULF RAY ALUMINUM AND GLASS),Metal products,Metal cladding, facades, doors, windows, aluminum products,N/A,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,ITAG INTERNATIONAL,Oilfield equipment,Oilfield equipment,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,NATIONAL FOOD COMPANY W.L.L,Food processing,Processed dates,N/A,N/A,Doha,N/A,N/A,,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,Al crystal food oil factory,Food processing,Edible oil,N/A,N/A,New Industrial Area, Doha,N/A,N/A,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,ALBIDDA INDUSTRIES AND SERVICES,Electrical,Switchboard enclosures, assembly,N/A,N/A,N/A,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,AL NAQEEB PLASTIC FACTORY,Plastics,Polypropylene woven bags and sacks,ISO 9001:2015, ISO 22000:2018, HACCP,N/A,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,AL SADA FOOD INDUSTRY,Food industry,Factory sale, company not operational,N/A,N/A,Street 31, Zone 81," Small & Medium Industries Area,N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Qatar,QATAR POLYMER INDUSTRIAL COMPANY,Plastics,PP woven products,HACCP, ISO 9001:2015, ISO 45001:2018,N/A,N/A,"N/A,N/A",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL ASR ELECTRICAL & ELECTRONIC INDUSTRIES,Electrical,Electrical and electronic products,24446809,alasr@omantel.net.om,N/A,N/A,N/A,Contact: Gopalen 99358957; Fax: 24446809,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,Al Hassan Switchgear Manufacturing Co. LLC (AHSG),Electrical,Switchgear,24591283,baqer.j@al-hassan.com,N/A,N/A,N/A,Contact: Bqer 95334775; Fax: 24596899,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL HASSSAN POWER INDUSTRIES,Electrical,Power products,24591283,baqer.j@al-hassan.com,N/A,N/A,N/A,Contact: Bqer 95334775; Fax: 24596899,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL JIZZI TRANSFORMERS & SWITCHGEAR CO.LLC,Electrical,Transformers and switchgear,24451427,ajtsoman@omantel.net.om,N/A,N/A,N/A,Contact: Srirram 99375340; Fax: 24456190,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL MOHSIN ELECTRICALS,Electrical,Electrical products,24701494,allmoha@omantel.net.om,N/A,N/A,N/A,Contact: Saleem 99438409; Fax: 24706049,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL SAQLAWI EST.,N/A,N/A,24813314,bisan80@omantel.net.om,N/A,N/A,N/A,Contact: Abdullah saqlawi 99383822; Fax: 24810344,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,AL TASNEEM ELECTRICAL CONT.,Electrical,Electrical contracting,24501017,N/A,N/A,N/A,N/A,Contact: Moosa Tubaila 99366083; Fax: 24501018,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,ELECTRO MECHANICAL SERVICES LLC,Electrical,Electro mechanical,24596686,suresh@emsswitchgear.com,N/A,N/A,N/A,Contact: Suresh 99365503; Fax: 24595585,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,JYOTI SOHAR SWITCHGEAR,Electrical,Switchgear,26751197,jyotijss@omantel.net.om,N/A,N/A,N/A,Contact: Prabhat sherma 99445474; Fax: 26750286,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,MAJAN SWITCHGEAR COMPANY,Electrical,Switchgear,24504235,majanmct@omantel.net.om,N/A,N/A,N/A,Contact: T.Thangamani 99226968; Fax: 24502549,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,NATIONAL ELECTRICAL INDUSTRIES,Electrical,Electrical products,24453880,sudarsan@neioman.com,N/A,N/A,N/A,Contact: Sudarsan 95210070; Fax: 24453721,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,NATIONAL PLASTIC FACTORY,Plastics,Plastic products,24811689,info@nationalplasticoman.com,N/A,N/A,N/A,Contact: wilfard 99840233; Fax: 24810078,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,NATIONAL TRADING CO.,Trading,N/A,24591041,natcoed@omantel.net.om,N/A,N/A,N/A,Contact: ashok 99759012; Fax: 24591046,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,NUHAS OMAN LLC,Manufacturing,Cables,24449007,alokbasu@nuhasoman.com,N/A,N/A,N/A,Contact: Sunil 99372917; Fax: 24446790,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,OMAN CABLES INDUSTRY (O.C.I),Electrical,Cables,24446464,quadri@omancables.com,N/A,N/A,N/A,Contact: Saeed Qadiri 99349265; Fax: 24446096,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,Oman National Engineering & Investement Co.,Engineering,Engineering and investment,24702075,bala.v@oneic.com.om,N/A,N/A,N/A,Contact: Bala 99217652; Fax: 24797394,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,SHARIKAT FANNIYA OMANIA,Electrical,Electrical,24815970,sfoelect@omantel.net.om,N/A,N/A,N/A,Contact: Abijit 99363078; Fax: 248108706,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,URICH SWITCHGEAR MANUFACTURING CO.,Electrical,Switchgear,24815597,usg_oman@yahoo.com,N/A,N/A,N/A,Contact: Prakash 99824034; Fax: 24818350,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,VOLTAMP MANUFACTURING CO.,Manufacturing,N/A,24446372,aasit@voltampoman.com,N/A,N/A,N/A,Contact: Aaist Naik 99337423; Fax: 24446371,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Oman,VOLTAMP TRANSFORMERS OMAN LTD.,Electrical,Transformers,24446372,aasit@voltampoman.com,N/A,N/A,N/A,Contact: Aaist Naik 99337423; Fax: 24446371,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Ahmad Hassan Boland Sons & Partners Co.,Food and Beverages,Corn chips & snacks,(+965) 24718288 - 24739479,N/A,Sabhan – Block 1 – Street 103 – P.O. Box 20651 Safat 13067 Kuwait,N/A,N/A,Fax: (+965) 24725574,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Al-Seedawi Sweets Factories Co.,Food and Beverages,Packed roasted nuts – Arabian sweets – Candies – Halawa tahinia – Tahina (sesame juice) – Chocolate – Wafers,(+965) 24843994 - 24841551,alsedawi@qualitynet.net,Shuwaikh Industrial Area – Block 6 – Plot 70 – P.O. Box 569 Safat 13006 Kuwait,N/A,N/A,Fax: (+965) 24847488,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Arabian Beverage Company (ABC),Food and Beverages,Natural fruit juices – Yogurt & dairy products – Mineral water – Milk & flavored milk,(+965) 1802066 – 24736222,admin@abcjuice.com.kw,North Sabhan – Block 5 – Street 103 – P.O. Box 3022 Safat 13031 Kuwait,N/A,N/A,Fax: (+965) 24722793 – 24752881; Website: www.abcjuice.com.kw,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Conserved Food Distributing Co (Khazan),Food and Beverages,Chilled / frozen processed meat – Chilled / frozen processed poultry – Frozen processed sea food – Other frozen processed products – Canned food – Cake & pastries,(+965) 24722135 / 6 / 7/ 8/ 9,khazan@wazzan.com,Sabhan – Block 1 – Street 1 – P.O. Box 26226 Safat 13123 Kuwait,N/A,N/A,Fax: (+965) 24722142; Website: www.mezzan.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Food Industries Company (Fico),Food and Beverages,Potato chips – Corn starch snacks,(+965) 1803344 – 24742242,fico@ficofood.com,Sabhan – Block 1 – Street 11 – P.O. Box 26221 Safat 13123 Kuwait,N/A,N/A,Fax: (+965) 24730141; Website: www.ficofood.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Gulf Pastries Manufacturing Company,Food and Beverages,Cake – Pastries,(+965) 24745455 – 24745400,sara@wazzan.com,Sabhan – Block 10 – Street 1 – P.O. Box 3531 Safat 13036 Kuwait,N/A,N/A,Fax: (+965) 24748510; Website: www.mezzan.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Jercy Foodstuff Inc.,Food and Beverages,Potato chips & snacks – Popcorn – Jam – Honey – Salt – Black / white pepper – White / brown sugar,(+965) 24716402,jercyfoodstuff@hotmail.com,Sabhan – Block 1 – Street 13 – Plot 145 – P.O. Box 2508 Jahra 1027 Kuwait,N/A,N/A,Fax: (+965) 24713590; Website: www.jercycanary.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Biscuit & Food Products Manufacturing Co.,Food and Beverages,Chips & snacks – Biscuits – Wafers – Sugar cubes & Icing sugar,(+965) 24745400 – 24745455,kbc@wazzan.com,Sabhan – Block 1 – Street 11 – P.O. Box 335 Hawali 32004,N/A,N/A,Fax: (+965) 24748510; Website: www.mezzan.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Flour Mills & Bakeries Company,Food and Beverages,Wheat flour Biscuits – Macaroni – Vegetable oil & ghee – Arabic / European bread – Animal feed,(+965) 24841866,sales@flour-mills.com.kw,Shuwaikh – Jamal Abdul Naser Street – P.O. Box 681 Safat 13007 Kuwait,N/A,N/A,Fax: (+965) 24841590; Website: www.kuwaitflourmills.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Food Company (Americana - Commercial Trading & Bakeries Division),Food and Beverages,Croissant / Mini Croissant – Mini Pate – Rusk – Bread Crumbs – Cold Sandwiches – Frozen Pastries (Puff Pastry, Sambousa) – Salads,(+965) 24735476 – 24735661,trade@americanaf.com,Sabhan – Block 1 – P.O. Box 5078 Safat 13051 Kuwait,N/A,"N/A,Fax: (+965) 24767232; Website: www.Americana-group.net",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Protein & Fat Production Company,Food and Beverages,Animal feed (meat & bone powder) – Inedible tallow,(+965) 24672712 – 24678024,kpfpco@yahoo.com,Al-Mirqab – Abdullah Mubarak Street – Al-Niffisi Building – P.O. Box 22967 Safat 12092 Kuwait,N/A,N/A,Fax: (+965) 24678054,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait United Poultry Company,Food and Beverages,Fresh eggs – Columbus eggs – Fresh chicken – Frozen chicken,(+965) 24810033,info@kupco.net,Shuwaikh – Jamal Abdul Naser Street – P.O. Box 1236 Safat 13013 Kuwait,N/A,N/A,Fax: (+965) 24818864; Website: www.kupco.net,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Livestock Transport & Trading Co. - Meat Factory,Food and Beverages,Frozen products (mutton, beef, poultry) – Cooked products (mutton, beef, poultry) – Chilled New Zealand & Australian mutton carcasses – Frozen New Zealand mutton cuts – Chilled beef & veal cuts,(+965) 22420669 – 24676101,"sales@kltt.com.kw,Sulaibiya Agricultural Area – Block 12 – P.O. Box 23727 Safat 13098 Kuwait,N/A,N/A,Fax: (+965) 24676113; Website: www.kltt.com.kw",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Mickey Snax (Light Food Company),Food and Beverages,Natural potato chips – Snacks (processed potato),(+965) 24711531 – 24711534,contact@mickeysnax.com,Sabhan – Block 10 – Plot 58 – P.O. Box 26704 Safat 13129,N/A,N/A,Fax: (+965) 24711523,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,National Canned Food Product & Trade Co (Dania),Food and Beverages,Canned meat – Canned vegetables and legumes – Vinegar – Mineral water,(+965) 24748866,national@wazzan.com,Sabhan – Block 1 – Street 3 – P.O. Box 25452 Safat 13115 Kuwait,N/A,N/A,Fax: (+965) 24722142; Website: www.daniah.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,National Fishing Company,Food and Beverages,Fresh / frozen fish – Fresh / frozen shrimps – Processed seafood,(+965) 1807766 – 24827999,nfcinfo@nfcq8.com,Shuwaikh Industrial Area – Block A – Plot 89 – P.O. Box 27511 Safat 13136 Kuwait,N/A,N/A,Fax: (+965) 24847181; Website: www.nfcq8.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Petra Trading & Manufacturing Food Stuff,Food and Beverages,Dairy products – Juices – Cakes,(+965) 24733362 – 1802280,Petra@qualitynet.net,Sabhan – Block 7 – Street 103 – P.O. Box 3331 Safat 13034 Kuwait,N/A,N/A,Fax: (+965) 24745978; Website: www.Petrafood.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Refreshment Trading Company,Food and Beverages,Soft drinks – Mineral water – Juices,(+965) 24746888,rtccoke@kems.net,Sabhan – Block 11 – Street 1 – P.O. Box 1044 Safat 13011 Kuwait,N/A,N/A,Fax: (+965) 24741688,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Shuaiba Animal Feed Factory,Food and Beverages,All types of animal feed (both pellets and powder),(+965) 23260831,saffkwt@hotmail.com,Shuaiba Industrial Area – Block 5 – P.O. Box 2145 Safat 13075 Kuwait,N/A,N/A,Fax: (+965) 23260837 – 22446503; Website: www.mykitco.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,The Kuwait Indo Trading Company ltd,Food and Beverages,Potato chips & snacks – Corn starch snacks,(+965) 1802345,kitco@wazaan.com,Sabhan – Block 1 – Street 11 – P.O. Box 2135 Safat 13022 Kuwait,N/A,N/A,Fax: (+965) 24764889; Website: www.mykitco.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,The Mediator for Industries & Com. Co (Juice Factory),Food and Beverages,Juices,(+965) 24734336 – 24739670,plasticc@hotmail.com,Sabhan – Block 1 – Street 12 – P.O. Box 3802 Safat 13039 Kuwait,N/A,N/A,Fax: (+965) 24768175,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Al-Baghli Sponge Manufacturing Company,Textiles, Clothing & Leather Industries,Pillow cases & sheet sets,(+965) 24761444,sponge@albaghli.com,Sabhan – Block 2 – Street 101 – P.O. Box 29920 Safat 13160 Kuwait,N/A,"N/A,Fax: (+965) 24762999; Website: www.albaghli-sponge.net",,,,,,,,,,,,,,,,,,,
